/AladdinPolicies.php	/AladdinPolicies.php	http://www.google.co.jp/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=4&amp;ved=0CG4QFjAD&amp;url=http%3A%2F%2Fwww.aladdinshrine.org%2FAladdinPolicies.php&amp;ei=t08bUJ79JeOdmQWjtoDICg&amp;usg=AFQjCNF-M1b80Xuuto01cWbmiwqjZqa9ig&amp;sig2=GEOobK3wb049pNaq2Ri4NA	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.60 Safari/537.1	p16071-ipngn100109osakachuo.osaka.ocn.ne.jp	1343967555	-	-	GET	-	ja,en-US;q=0.8,en;q=0.6
/aladdinmpr.php	/aladdinmpr.php	http://www.google.com/url?sa=t&amp;rct=j&amp;q=aladdin%20shrine%20multipurpose%20room&amp;source=web&amp;cd=1&amp;ved=0CF0QFjAA&amp;url=http%3A%2F%2Fwww.aladdinshrine.org%2Faladdinmpr.php&amp;ei=BRccULvVF6e86wHm2IG4BA&amp;usg=AFQjCNEnLMtvijIH0tG1uP4Ow5-sXVsexw	Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3	cpe-24-93-104-161.columbus.res.rr.com	1344018183	-	-	GET	-	en-us
/home.php	/home.php	http://www.google.com/search?hl=en&amp;client=ms-android-att-us&amp;source=android-launcher-widget&amp;v=133247963&amp;q=aladdin+shrine+easton+center&amp;oq=aladdin+shrine+easton+&amp;gs_l=mobile-gws-serp.1.0.0i30l3j0i8i30l2.5427.5427.0.7727.1.1.0.0.0.0.1920.1920.8-1.1.0...0.0...1ac.lw-upgQcq9Q&amp;mvs=0	Mozilla/5.0 (Linux; U; Android 2.3.6; en-us; MB865 Build/5.5.1-175_EDMR1.25) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1	akrmspsrvz3ts204-dmz.mycingular.net	1344018494	-	-	GET	-	en-US
/home.php	/home.php	http://www.aladdinshrine.org/	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	cpe-24-26-134-245.columbus.res.rr.com	1344024699	-	-	GET	-	en-US
/aladdinballroom.php	/aladdinballroom.php	http://www.aladdinshrine.org/aladdinballroom.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	cpe-24-26-134-245.columbus.res.rr.com	1344024709	-	-	GET	-	en-US
/aladdinmpr.php	/aladdinmpr.php	http://www.aladdinshrine.org/aladdinmpr.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	cpe-24-26-134-245.columbus.res.rr.com	1344024723	-	-	GET	-	en-US
/aladdinaladdin.php	/aladdinaladdin.php	http://www.aladdinshrine.org/aladdinaladdin.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	cpe-24-26-134-245.columbus.res.rr.com	1344024728	-	-	GET	-	en-US
/aladdinoasis.php	/aladdinoasis.php	http://www.aladdinshrine.org/aladdinoasis.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	cpe-24-26-134-245.columbus.res.rr.com	1344024733	-	-	GET	-	en-US
/aladdinboardroom.php	/aladdinboardroom.php	http://www.aladdinshrine.org/aladdinboardroom.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	cpe-24-26-134-245.columbus.res.rr.com	1344024738	-	-	GET	-	en-US
/AladdinCalendar.php	/AladdinCalendar.php	#	Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)	208.115.113.88	1344025712	-	-	GET	-	N/D
/home.php	/home.php	http://www.aladdinshrine.org/fraternal/divan.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	50.126.38.79	1344032862	-	-	GET	-	en-US
/AladdinBar.php	/AladdinBar.php	http://aladdinshrine.org/AladdinBar.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	50.126.38.79	1344032894	-	-	GET	-	en-US
/AladdinHotels.php	/AladdinHotels.php	http://aladdinshrine.org/AladdinHotels.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	50.126.38.79	1344032919	-	-	GET	-	en-US
/AladdinBar.php	/AladdinBar.php	http://aladdinshrine.org/AladdinBar.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	50.126.38.79	1344032927	-	-	GET	-	en-US
/aladdinballroom.php	/aladdinballroom.php	http://aladdinshrine.org/aladdinballroom.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	50.126.38.79	1344032933	-	-	GET	-	en-US
/aladdinmpr.php	/aladdinmpr.php	http://aladdinshrine.org/aladdinmpr.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	50.126.38.79	1344032989	-	-	GET	-	en-US
/aladdinaladdin.php	/aladdinaladdin.php	http://aladdinshrine.org/aladdinaladdin.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	50.126.38.79	1344032996	-	-	GET	-	en-US
/aladdinoasis.php	/aladdinoasis.php	http://aladdinshrine.org/aladdinoasis.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	50.126.38.79	1344033004	-	-	GET	-	en-US
/aladdinboardroom.php	/aladdinboardroom.php	http://aladdinshrine.org/aladdinboardroom.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	50.126.38.79	1344033010	-	-	GET	-	en-US
/aladdinaladdin.php	/aladdinaladdin.php	http://www.google.com/imgres?q=www.aladdinshrine.org&amp;hl=en&amp;sa=X&amp;biw=1280&amp;bih=644&amp;tbm=isch&amp;prmd=imvns&amp;tbnid=itPC1ugwrDUNAM:&amp;imgrefurl=http://www.aladdinshrine.org/aladdinaladdin.php&amp;docid=Z5YYgqbx7Yo1bM&amp;imgurl=http://www.aladdinshrine.org/images/AladdinRoom.jpg&amp;w=802&amp;h=532&amp;ei=MmgcUMHFJ-jryAH4zIBI&amp;zoom=1&amp;iact=hc&amp;vpx=393&amp;vpy=347&amp;dur=183&amp;hovh=183&amp;hovw=276&amp;tx=137&amp;ty=188&amp;sig=109266597510953948798&amp;page=1&amp;tbnh=140&amp;tbnw=187&amp;start=0&amp;ndsp=19&amp;ved=1t:429,r:14,s:0,i:119	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344038967	-	-	GET	-	en-us
/aladdinaladdin.php	/aladdinaladdin.php	http://www.google.com/imgres?q=www.aladdinshrine.org&amp;hl=en&amp;sa=X&amp;biw=1280&amp;bih=644&amp;tbm=isch&amp;prmd=imvns&amp;tbnid=itPC1ugwrDUNAM:&amp;imgrefurl=http://www.aladdinshrine.org/aladdinaladdin.php&amp;docid=Z5YYgqbx7Yo1bM&amp;imgurl=http://www.aladdinshrine.org/images/AladdinRoom.jpg&amp;w=802&amp;h=532&amp;ei=MmgcUMHFJ-jryAH4zIBI&amp;zoom=1&amp;iact=hc&amp;vpx=393&amp;vpy=347&amp;dur=183&amp;hovh=183&amp;hovw=276&amp;tx=137&amp;ty=188&amp;sig=109266597510953948798&amp;page=1&amp;tbnh=140&amp;tbnw=187&amp;start=0&amp;ndsp=19&amp;ved=1t:429,r:14,s:0,i:119	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344038978	-	-	GET	-	en-us
/home.php	/home.php	http://www.aladdinshrine.org/	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039180	-	-	GET	-	en-us
/AladdinRooms.php	/AladdinRooms.php	http://www.aladdinshrine.org/AladdinRooms.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039233	-	-	GET	-	en-us
/aladdinaladdin.php	/aladdinaladdin.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039267	-	-	GET	-	en-us
/aladdinmpr.php	/aladdinmpr.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039279	-	-	GET	-	en-us
/aladdinaladdin.php	/aladdinaladdin.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039320	-	-	GET	-	en-us
/aladdinmpr.php	/aladdinmpr.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039338	-	-	GET	-	en-us
/aladdinballroom.php	/aladdinballroom.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039365	-	-	GET	-	en-us
/aladdinballroom.php	/aladdinballroom.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039560	-	-	GET	-	en-us
/aladdinballroom.php	/aladdinballroom.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039583	-	-	GET	-	en-us
/home.php	/home.php	http://www.google.com/url?sa=t&amp;rct=j&amp;q=aladdin%20shrine%20event%20columbus%20ohio&amp;source=web&amp;cd=1&amp;ved=0CEsQFjAA&amp;url=http%3A%2F%2Fwww.aladdinshrine.org%2Fhome.php&amp;ei=pGocUIe_DaOG2gWtjoCYBA&amp;usg=AFQjCNEWcQmSM_VeuArZMN1wbi2dKipD1A&amp;sig2=3L3sKAC30YboAJH1FjaSAw	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	70-138-123-45.lightspeed.hstntx.sbcglobal.net	1344039603	-	-	GET	-	en-us
/AladdinCalendar.php	/AladdinCalendar.php	http://www.aladdinshrine.org/home.php	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	70-138-123-45.lightspeed.hstntx.sbcglobal.net	1344039611	-	-	GET	-	en-us
/aladdinaladdin.php	/aladdinaladdin.php	http://www.aladdinshrine.org/AladdinCalendar.php	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	70-138-123-45.lightspeed.hstntx.sbcglobal.net	1344039623	-	-	GET	-	en-us
/AladdinCalendar.php	/AladdinCalendar.php	http://www.aladdinshrine.org/home.php	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	70-138-123-45.lightspeed.hstntx.sbcglobal.net	1344039630	-	-	GET	-	en-us
/home.php	/home.php	http://www.google.com/url?sa=t&amp;rct=j&amp;q=aladdin%20shrine%20event%20columbus%20ohio&amp;source=web&amp;cd=1&amp;ved=0CEsQFjAA&amp;url=http%3A%2F%2Fwww.aladdinshrine.org%2Fhome.php&amp;ei=pGocUIe_DaOG2gWtjoCYBA&amp;usg=AFQjCNEWcQmSM_VeuArZMN1wbi2dKipD1A&amp;sig2=3L3sKAC30YboAJH1FjaSAw	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	70-138-123-45.lightspeed.hstntx.sbcglobal.net	1344039634	-	-	GET	-	en-us
/aladdinballroom.php	/aladdinballroom.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039653	-	-	GET	-	en-us
/aladdinballroom.php	/aladdinballroom.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039663	-	-	GET	-	en-us
/aladdinmpr.php	/aladdinmpr.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039685	-	-	GET	-	en-us
/aladdinoasis.php	/aladdinoasis.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039773	-	-	GET	-	en-us
/aladdinoasis.php	/aladdinoasis.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039807	-	-	GET	-	en-us
/aladdinaladdin.php	/aladdinaladdin.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039819	-	-	GET	-	en-us
/aladdinaladdin.php	/aladdinaladdin.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039892	-	-	GET	-	en-us
/aladdinoasis.php	/aladdinoasis.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344039945	-	-	GET	-	en-us
/aladdinballroom.php	/aladdinballroom.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344040052	-	-	GET	-	en-us
/aladdinballroom.php	/aladdinballroom.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344040108	-	-	GET	-	en-us
/aladdinmpr.php	/aladdinmpr.php	http://www.aladdinshrine.org/AladdinRooms.php	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344040158	-	-	GET	-	en-us
/AladdinPolicies.php	/AladdinPolicies.php	http://www.aladdinshrine.org/AladdinPolicies.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344040380	-	-	GET	-	en-us
/AladdinPolicies.php	/AladdinPolicies.php	http://www.aladdinshrine.org/AladdinPolicies.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344040437	-	-	GET	-	en-us
/AladdinRooms.php	/AladdinRooms.php	http://www.aladdinshrine.org/AladdinRooms.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344040444	-	-	GET	-	en-us
/AladdinRooms.php	/AladdinRooms.php	http://www.aladdinshrine.org/AladdinRooms.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344040484	-	-	GET	-	en-us
/AladdinPolicies.php	/AladdinPolicies.php	http://www.aladdinshrine.org/AladdinPolicies.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344040488	-	-	GET	-	en-us
/home.php	/home.php	http://www.aladdinshrine.org/AladdinHome.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344040616	-	-	GET	-	en-us
/AladdinHotels.php	/AladdinHotels.php	http://www.aladdinshrine.org/AladdinHotels.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344040638	-	-	GET	-	en-us
/AladdinHotels.php	/AladdinHotels.php	http://www.aladdinshrine.org/AladdinHotels.swf	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)	adsl-75-60-202-82.dsl.wotnoh.sbcglobal.net	1344040677	-	-	GET	-	en-us
/aladdinmpr.php	/aladdinmpr.php	http://www.google.com/url?sa=t&amp;rct=j&amp;q=aladdin%20shrime%20multipurpose%20room&amp;source=web&amp;cd=1&amp;ved=0CGMQFjAA&amp;url=http%3A%2F%2Fwww.aladdinshrine.org%2Faladdinmpr.php&amp;ei=InAcUNXHLKa36QGv6IHwDQ&amp;usg=AFQjCNEnLMtvijIH0tG1uP4Ow5-sXVsexw	Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3	cpe-24-93-104-180.columbus.res.rr.com	1344040998	-	-	GET	-	en-us
/aladdinaladdin.php	/aladdinaladdin.php	#	Mozilla/5.0 (Windows NT 6.1; rv:13.0) Gecko/20100101 Firefox/13.0.1	cpe-75-179-164-133.insight.res.rr.com	1344043275	-	-	GET	__utma=1.565447679.1338334956.1338334956.1343160174.2;__utmz=1.1338334956.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);	en-us,en;q=0.5
/aladdinoasis.php	/aladdinoasis.php	http://www.aladdinshrine.org/aladdinaladdin.php	Mozilla/5.0 (Windows NT 6.1; rv:13.0) Gecko/20100101 Firefox/13.0.1	cpe-75-179-164-133.insight.res.rr.com	1344043277	-	-	GET	__utma=1.565447679.1338334956.1338334956.1343160174.2;__utmz=1.1338334956.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);	en-us,en;q=0.5
/home.php	/home.php	http://www.aladdinshrine.org/aladdinoasis.php	Mozilla/5.0 (Windows NT 6.1; rv:13.0) Gecko/20100101 Firefox/13.0.1	cpe-75-179-164-133.insight.res.rr.com	1344043534	-	-	GET	__utma=1.565447679.1338334956.1338334956.1343160174.2;__utmz=1.1338334956.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);	en-us,en;q=0.5
